Time,PosX,PosY,PosZ,QuatW,QuatX,QuatY,QuatZ
0.48,0.001027822583808,0,0,1,0,0,0
0.49,0.001091712836494,0,0,1,0,0,0
0.5,0.001158125,0,0,1,0,0,0
0.51,0.001227102136506,0,0,1,0,0,0
0.52,0.001298686984192,0,0,1,0,0,0
0.53,0.001372921957958,0,0,1,0,0,0
0.54,0.001449849150144,0,0,1,0,0,0
0.55,0.00152951033125,0,0,1,0,0,0
0.56,0.001611946950656,0,0,1,0,0,0
0.57,0.001697200137342,0,0,1,0,0,0
0.58,0.001785310700608,0,0,1,0,0,0
0.59,0.001876319130794,0,0,1,0,0,0
0.6,0.0019702656,0,0,1,0,0,0
0.61,0.002067189962806,0,0,1,0,0,0
0.62,0.002167131756992,0,0,1,0,0,0
0.63,0.002270130204258,0,0,1,0,0,0
0.64,0.002376224210944,0,0,1,0,0,0
0.65,0.00248545236875,0,0,1,0,0,0
0.66,0.002597852955456,0,0,1,0,0,0
0.67,0.002713463935642,0,0,1,0,0,0
0.68,0.002832322961408,0,0,1,0,0,0
0.69,0.002954467373094,0,0,1,0,0,0
0.7,0.0030799342,0,0,1,0,0,0
0.71,0.003208760161106,0,0,1,0,0,0
0.72,0.003340981665792,0,0,1,0,0,0
0.73,0.003476634814558,0,0,1,0,0,0
0.74,0.003615755399744,0,0,1,0,0,0
0.75,0.00375837890625,0,0,1,0,0,0
0.76,0.003904540512256,0,0,1,0,0,0
0.77,0.004054275089942,0,0,1,0,0,0
0.78,0.004207617206208,0,0,1,0,0,0
0.79,0.00436460112339399,0,0,1,0,0,0
0.8,0.00452526079999999,0,0,1,0,0,0
0.81,0.00468962989140599,0,0,1,0,0,0
0.82,0.00485774175059199,0,0,1,0,0,0
0.83,0.00502962942885799,0,0,1,0,0,0
0.84,0.00520532567654399,0,0,1,0,0,0
0.85,0.00538486294374999,0,0,1,0,0,0
0.86,0.00556827338105599,0,0,1,0,0,0
0.87,0.00575558884024199,0,0,1,0,0,0
0.88,0.00594684087500799,0,0,1,0,0,0
0.89,0.00614206074169399,0,0,1,0,0,0
0.9,0.00634127939999999,0,0,1,0,0,0
0.91,0.00654452751370599,0,0,1,0,0,0
0.92,0.00675183545139199,0,0,1,0,0,0
0.93,0.00696323328715799,0,0,1,0,0,0
0.94,0.00717875080134399,0,0,1,0,0,0
0.95,0.00739841748124999,0,0,1,0,0,0
0.96,0.00762226252185599,0,0,1,0,0,0
0.97,0.00785031482654199,0,0,1,0,0,0
0.98,0.00808260300780799,0,0,1,0,0,0
0.99,0.00831915538799399,0,0,1,0,0,0
1,0.00855999999999999,0,0,1,0,0,0
1.01,0.00880516458800599,0,0,1,0,0,0
1.02,0.00905467660819199,0,0,1,0,0,0
1.03,0.00930856322945798,0,0,1,0,0,0
1.04,0.00956685133414398,0,0,1,0,0,0
1.05,0.00982956751874998,0,0,1,0,0,0
1.06,0.010096738094656,0,0,1,0,0,0
1.07,0.010368389088842,0,0,1,0,0,0
1.08,0.010644546244608,0,0,1,0,0,0
1.09,0.010925235022294,0,0,1,0,0,0
1.1,0.0112104806,0,0,1,0,0,0
1.11,0.011500307874306,0,0,1,0,0,0
1.12,0.011794741460992,0,0,1,0,0,0
1.13,0.012093805695758,0,0,1,0,0,0
1.14,0.012397524634944,0,0,1,0,0,0
1.15,0.01270592205625,0,0,1,0,0,0
1.16,0.013019021459456,0,0,1,0,0,0
1.17,0.013336846067142,0,0,1,0,0,0
1.18,0.013659418825408,0,0,1,0,0,0
1.19,0.013986762404594,0,0,1,0,0,0
1.2,0.0143188992,0,0,1,0,0,0
1.21,0.014655851332606,0,0,1,0,0,0
1.22,0.014997640649792,0,0,1,0,0,0
1.23,0.015344288726058,0,0,1,0,0,0
1.24,0.015695816863744,0,0,1,0,0,0
1.25,0.01605224609375,0,0,1,0,0,0
1.26,0.016413597176256,0,0,1,0,0,0
1.27,0.016779890601442,0,0,1,0,0,0
1.28,0.017151146590208,0,0,1,0,0,0
1.29,0.017527385094894,0,0,1,0,0,0
1.3,0.0179086258,0,0,1,0,0,0
1.31,0.018294888122906,0,0,1,0,0,0
1.32,0.018686191214592,0,0,1,0,0,0
1.33,0.019082553960358,0,0,1,0,0,0
1.34,0.019483994980544,0,0,1,0,0,0
1.35,0.01989053263125,0,0,1,0,0,0
1.36,0.020302185005056,0,0,1,0,0,0
1.37,0.020718969931742,0,0,1,0,0,0
1.38,0.0211409049790079,0,0,1,0,0,0
1.39,0.0215680074531939,0,0,1,0,0,0
1.4,0.0220002943999999,0,0,1,0,0,0
1.41,0.0224377826052059,0,0,1,0,0,0
1.42,0.0228804885953919,0,0,1,0,0,0
1.43,0.0233284286386579,0,0,1,0,0,0
1.44,0.0237816187453439,0,0,1,0,0,0
1.45,0.0242400746687499,0,0,1,0,0,0
1.46,0.0247038119058559,0,0,1,0,0,0
1.47,0.0251728456980419,0,0,1,0,0,0
1.48,0.0256471910318079,0,0,1,0,0,0
1.49,0.0261268626394939,0,0,1,0,0,0
1.5,0.0266118749999999,0,0,1,0,0,0
1.51,0.0271022423395059,0,0,1,0,0,0
1.52,0.0275979786321919,0,0,1,0,0,0
1.53,0.0280990976009579,0,0,1,0,0,0
1.54,0.0286056127181439,0,0,1,0,0,0
1.55,0.0291175372062499,0,0,1,0,0,0
1.56,0.0296348840386559,0,0,1,0,0,0
1.57,0.0301576659403419,0,0,1,0,0,0
1.58,0.0306858953886079,0,0,1,0,0,0
1.59,0.0312195846137939,0,0,1,0,0,0
1.6,0.0317587455999999,0,0,1,0,0,0
1.61,0.0323033900858059,0,0,1,0,0,0
1.62,0.0328535295649919,0,0,1,0,0,0
1.63,0.0334091752872579,0,0,1,0,0,0
1.64,0.0339703382589439,0,0,1,0,0,0
1.65,0.0345370292437499,0,0,1,0,0,0
1.66,0.0351092587634559,0,0,1,0,0,0
1.67,0.0356870370986419,0,0,1,0,0,0
1.68,0.0362703742894079,0,0,1,0,0,0
1.69,0.0368592801360939,0,0,1,0,0,0
1.7,0.0374537641999999,0,0,1,0,0,0
1.71,0.0380538358041059,0,0,1,0,0,0
1.72,0.0386595040337919,0,0,1,0,0,0
1.73,0.0392707777375579,0,0,1,0,0,0
1.74,0.0398876655277439,0,0,1,0,0,0
1.75,0.0405101757812499,0,0,1,0,0,0
1.76,0.0411383166402559,0,0,1,0,0,0
1.77,0.0417720960129419,0,0,1,0,0,0
1.78,0.0424115215742079,0,0,1,0,0,0
1.79,0.0430566007663939,0,0,1,0,0,0
1.8,0.0437073407999999,0,0,1,0,0,0
1.81,0.0443637486544059,0,0,1,0,0,0
1.82,0.0450258310785919,0,0,1,0,0,0
1.83,0.0456935945918579,0,0,1,0,0,0
1.84,0.0463670454845439,0,0,1,0,0,0
1.85,0.0470461898187499,0,0,1,0,0,0
1.86,0.0477310334290559,0,0,1,0,0,0
1.87,0.0484215819232418,0,0,1,0,0,0
1.88,0.0491178406830078,0,0,1,0,0,0
1.89,0.0498198148646938,0,0,1,0,0,0
1.9,0.0505275093999998,0,0,1,0,0,0
1.91,0.0512409289967058,0,0,1,0,0,0
1.92,0.0519600781393918,0,0,1,0,0,0
1.93,0.0526849610901578,0,0,1,0,0,0
1.94,0.0534155818893438,0,0,1,0,0,0
1.95,0.0541519443562498,0,0,1,0,0,0
1.96,0.0548940520898558,0,0,1,0,0,0
1.97,0.0556419084695418,0,0,1,0,0,0
1.98,0.0563955166558078,0,0,1,0,0,0
1.99,0.0571548795909938,0,0,1,0,0,0
2,0.0579199999999998,0,0,1,0,0,0
2.01,0.0586908803910058,0,0,1,0,0,0
2.02,0.0594675230561918,0,0,1,0,0,0
2.03,0.0602499300724578,0,0,1,0,0,0
2.04,0.0610381033021438,0,0,1,0,0,0
2.05,0.0618320443937498,0,0,1,0,0,0
2.06,0.0626317547826558,0,0,1,0,0,0
2.07,0.0634372356918418,0,0,1,0,0,0
2.08,0.0642484881326078,0,0,1,0,0,0
2.09,0.0650655129052938,0,0,1,0,0,0
2.1,0.0658883105999998,0,0,1,0,0,0
2.11,0.0667168815973058,0,0,1,0,0,0
2.12,0.0675512260689918,0,0,1,0,0,0
2.13,0.0683913439787578,0,0,1,0,0,0
2.14,0.0692372350829438,0,0,1,0,0,0
2.15,0.0700888989312498,0,0,1,0,0,0
2.16,0.0709463348674558,0,0,1,0,0,0
2.17,0.0718095420301418,0,0,1,0,0,0
2.18,0.0726785193534078,0,0,1,0,0,0
2.19,0.0735532655675938,0,0,1,0,0,0
2.2,0.0744337791999998,0,0,1,0,0,0
2.21,0.0753200585756058,0,0,1,0,0,0
2.22,0.0762121018177918,0,0,1,0,0,0
2.23,0.0771099068490577,0,0,1,0,0,0
2.24,0.0780134713917437,0,0,1,0,0,0
2.25,0.0789227929687497,0,0,1,0,0,0
2.26,0.0798378689042557,0,0,1,0,0,0
2.27,0.0807586963244417,0,0,1,0,0,0
2.28,0.0816852721582077,0,0,1,0,0,0
2.29,0.0826175931378937,0,0,1,0,0,0
2.3,0.0835556557999997,0,0,1,0,0,0
2.31,0.0844994564859057,0,0,1,0,0,0
2.32,0.0854489913425917,0,0,1,0,0,0
2.33,0.0864042563233577,0,0,1,0,0,0
2.34,0.0873652471885437,0,0,1,0,0,0
2.35,0.0883319595062497,0,0,1,0,0,0
2.36,0.0893043886530557,0,0,1,0,0,0
2.37,0.0902825298147417,0,0,1,0,0,0
2.38,0.0912663779870077,0,0,1,0,0,0
2.39,0.0922559279761937,0,0,1,0,0,0
2.4,0.0932511743999997,0,0,1,0,0,0
2.41,0.0942521116882057,0,0,1,0,0,0
2.42,0.0952587340833917,0,0,1,0,0,0
2.43,0.0962710356416576,0,0,1,0,0,0
2.44,0.0972890102333436,0,0,1,0,0,0
2.45,0.0983126515437496,0,0,1,0,0,0
2.46,0.0993419530738556,0,0,1,0,0,0
2.47,0.100376908141042,0,0,1,0,0,0
2.48,0.101417509879808,0,0,1,0,0,0
2.49,0.102463751242494,0,0,1,0,0,0
2.5,0.103515625,0,0,1,0,0,0
2.51,0.104573123742506,0,0,1,0,0,0
2.52,0.105636239880192,0,0,1,0,0,0
2.53,0.106704965643958,0,0,1,0,0,0
2.54,0.107779293086144,0,0,1,0,0,0
2.55,0.10885921408125,0,0,1,0,0,0
2.56,0.109944720326656,0,0,1,0,0,0
2.57,0.111035803343342,0,0,1,0,0,0
2.58,0.112132454476608,0,0,1,0,0,0
2.59,0.113234664896794,0,0,1,0,0,0
2.6,0.1143424256,0,0,1,0,0,0
2.61,0.115455727408806,0,0,1,0,0,0
2.62,0.116574560972992,0,0,1,0,0,0
2.63,0.117698916770258,0,0,1,0,0,0
2.64,0.118828785106944,0,0,1,0,0,0
2.65,0.11996415611875,0,0,1,0,0,0
2.66,0.121105019771456,0,0,1,0,0,0
2.67,0.122251365861642,0,0,1,0,0,0
2.68,0.123403184017408,0,0,1,0,0,0
2.69,0.124560463699094,0,0,1,0,0,0
2.7,0.125723194199999,0,0,1,0,0,0
2.71,0.126891364647105,0,0,1,0,0,0
2.72,0.128064964001791,0,0,1,0,0,0
2.73,0.129243981060557,0,0,1,0,0,0
2.74,0.130428404455743,0,0,1,0,0,0
2.75,0.131618222656249,0,0,1,0,0,0
2.76,0.132813423968255,0,0,1,0,0,0
2.77,0.134013996535941,0,0,1,0,0,0
2.78,0.135219928342207,0,0,1,0,0,0
2.79,0.136431207209393,0,0,1,0,0,0
2.8,0.137647820799999,0,0,1,0,0,0
2.81,0.138869756617405,0,0,1,0,0,0
2.82,0.140097002006591,0,0,1,0,0,0
2.83,0.141329544154857,0,0,1,0,0,0
2.84,0.142567370092543,0,0,1,0,0,0
2.85,0.143810466693749,0,0,1,0,0,0
2.86,0.145058820677055,0,0,1,0,0,0
2.87,0.146312418606241,0,0,1,0,0,0
2.88,0.147571246891007,0,0,1,0,0,0
2.89,0.148835291787693,0,0,1,0,0,0
2.9,0.150104539399999,0,0,1,0,0,0
2.91,0.151378975679705,0,0,1,0,0,0
2.92,0.152658586427391,0,0,1,0,0,0
2.93,0.153943357293157,0,0,1,0,0,0
2.94,0.155233273777343,0,0,1,0,0,0
2.95,0.156528321231249,0,0,1,0,0,0
2.96,0.157828484857855,0,0,1,0,0,0
2.97,0.159133749712541,0,0,1,0,0,0
2.98,0.160444100703807,0,0,1,0,0,0
2.99,0.161759522593993,0,0,1,0,0,0
3,0.163079999999999,0,0,1,0,0,0
3.01,0.164405517394005,0,0,1,0,0,0
3.02,0.165736059104191,0,0,1,0,0,0
3.03,0.167071609315457,0,0,1,0,0,0
3.04,0.168412152070143,0,0,1,0,0,0
3.05,0.169757671268749,0,0,1,0,0,0
3.06,0.171108150670655,0,0,1,0,0,0
3.07,0.172463573894841,0,0,1,0,0,0
3.08,0.173823924420607,0,0,1,0,0,0
3.09,0.175189185588293,0,0,1,0,0,0
3.1,0.176559340599999,0,0,1,0,0,0
3.11,0.177934372520305,0,0,1,0,0,0
3.12,0.179314264276991,0,0,1,0,0,0
3.13,0.180698998661757,0,0,1,0,0,0
3.14,0.182088558330943,0,0,1,0,0,0
3.15,0.183482925806249,0,0,1,0,0,0
3.16,0.184882083475455,0,0,1,0,0,0
3.17,0.186286013593141,0,0,1,0,0,0
3.18,0.187694698281407,0,0,1,0,0,0
3.19,0.189108119530593,0,0,1,0,0,0
3.2,0.190526259199999,0,0,1,0,0,0
3.21,0.191949099018605,0,0,1,0,0,0
3.22,0.193376620585791,0,0,1,0,0,0
3.23,0.194808805372057,0,0,1,0,0,0
3.24,0.196245634719743,0,0,1,0,0,0
3.25,0.197687089843749,0,0,1,0,0,0
3.26,0.199133151832255,0,0,1,0,0,0
3.27,0.200583801647441,0,0,1,0,0,0
3.28,0.202039020126207,0,0,1,0,0,0
3.29,0.203498787980893,0,0,1,0,0,0
3.3,0.204963085799999,0,0,1,0,0,0
3.31,0.206431894048905,0,0,1,0,0,0
3.32,0.207905193070591,0,0,1,0,0,0
3.33,0.209382963086357,0,0,1,0,0,0
3.34,0.210865184196543,0,0,1,0,0,0
3.35,0.212351836381249,0,0,1,0,0,0
3.36,0.213842899501055,0,0,1,0,0,0
3.37,0.215338353297741,0,0,1,0,0,0
3.38,0.216838177395007,0,0,1,0,0,0
3.39,0.218342351299193,0,0,1,0,0,0
3.4,0.219850854399999,0,0,1,0,0,0
3.41,0.221363665971205,0,0,1,0,0,0
3.42,0.222880765171391,0,0,1,0,0,0
3.43,0.224402131044657,0,0,1,0,0,0
3.44,0.225927742521343,0,0,1,0,0,0
3.45,0.227457578418749,0,0,1,0,0,0
3.46,0.228991617441855,0,0,1,0,0,0
3.47,0.230529838184041,0,0,1,0,0,0
3.48,0.232072219127807,0,0,1,0,0,0
3.49,0.233618738645493,0,0,1,0,0,0
3.5,0.235169374999999,0,0,1,0,0,0
3.51,0.236724106345505,0,0,1,0,0,0
3.52,0.238282910728191,0,0,1,0,0,0
3.53,0.239845766086957,0,0,1,0,0,0
3.54,0.241412650254143,0,0,1,0,0,0
3.55,0.242983540956249,0,0,1,0,0,0
3.56,0.244558415814655,0,0,1,0,0,0
3.57,0.246137252346341,0,0,1,0,0,0
3.58,0.247720027964607,0,0,1,0,0,0
3.59,0.249306719979793,0,0,1,0,0,0
3.6,0.250897305599999,0,0,1,0,0,0
3.61,0.252491761931805,0,0,1,0,0,0
3.62,0.254090065980991,0,0,1,0,0,0
3.63,0.255692194653257,0,0,1,0,0,0
3.64,0.257298124754943,0,0,1,0,0,0
3.65,0.258907832993749,0,0,1,0,0,0
3.66,0.260521295979455,0,0,1,0,0,0
3.67,0.26213849022464,0,0,1,0,0,0
3.68,0.263759392145406,0,0,1,0,0,0
3.69,0.265383978062092,0,0,1,0,0,0
3.7,0.267012224199998,0,0,1,0,0,0
3.71,0.268644106690104,0,0,1,0,0,0
3.72,0.27027960156979,0,0,1,0,0,0
3.73,0.271918684783556,0,0,1,0,0,0
3.74,0.273561332183742,0,0,1,0,0,0
3.75,0.275207519531248,0,0,1,0,0,0
3.76,0.276857222496254,0,0,1,0,0,0
3.77,0.27851041665894,0,0,1,0,0,0
3.78,0.280167077510206,0,0,1,0,0,0
3.79,0.281827180452392,0,0,1,0,0,0
3.8,0.283490700799998,0,0,1,0,0,0
3.81,0.285157613780404,0,0,1,0,0,0
3.82,0.28682789453459,0,0,1,0,0,0
3.83,0.288501518117856,0,0,1,0,0,0
3.84,0.290178459500542,0,0,1,0,0,0
3.85,0.291858693568748,0,0,1,0,0,0
3.86,0.293542195125054,0,0,1,0,0,0
3.87,0.29522893888924,0,0,1,0,0,0
3.88,0.296918899499006,0,0,1,0,0,0
3.89,0.298612051510692,0,0,1,0,0,0
3.9,0.300308369399998,0,0,1,0,0,0
3.91,0.302007827562704,0,0,1,0,0,0
3.92,0.30371040031539,0,0,1,0,0,0
3.93,0.305416061896156,0,0,1,0,0,0
3.94,0.307124786465342,0,0,1,0,0,0
3.95,0.308836548106248,0,0,1,0,0,0
3.96,0.310551320825854,0,0,1,0,0,0
3.97,0.31226907855554,0,0,1,0,0,0
3.98,0.313989795151806,0,0,1,0,0,0
3.99,0.315713444396992,0,0,1,0,0,0
4,0.317439999999998,0,0,1,0,0,0
4.01,0.319169435597004,0,0,1,0,0,0
4.02,0.32090172475219,0,0,1,0,0,0
4.03,0.322636840958456,0,0,1,0,0,0
4.04,0.324374757638142,0,0,1,0,0,0
4.05,0.326115448143748,0,0,1,0,0,0
4.06,0.327858885758654,0,0,1,0,0,0
4.07,0.32960504369784,0,0,1,0,0,0
4.08,0.331353895108606,0,0,1,0,0,0
4.09,0.333105413071292,0,0,1,0,0,0
4.1,0.334859570599998,0,0,1,0,0,0
4.11,0.336616340643304,0,0,1,0,0,0
4.12,0.33837569608499,0,0,1,0,0,0
4.13,0.340137609744756,0,0,1,0,0,0
4.14,0.341902054378942,0,0,1,0,0,0
4.15,0.343669002681248,0,0,1,0,0,0
4.16,0.345438427283454,0,0,1,0,0,0
4.17,0.34721030075614,0,0,1,0,0,0
4.18,0.348984595609406,0,0,1,0,0,0
4.19,0.350761284293591,0,0,1,0,0,0
4.2,0.352540339199997,0,0,1,0,0,0
4.21,0.354321732661603,0,0,1,0,0,0
4.22,0.356105436953789,0,0,1,0,0,0
4.23,0.357891424295055,0,0,1,0,0,0
4.24,0.359679666847741,0,0,1,0,0,0
4.25,0.361470136718748,0,0,1,0,0,0
4.26,0.363262805960254,0,0,1,0,0,0
4.27,0.365057646570439,0,0,1,0,0,0
4.28,0.366854630494205,0,0,1,0,0,0
4.29,0.368653729623891,0,0,1,0,0,0
4.3,0.370454915799997,0,0,1,0,0,0
4.31,0.372258160811903,0,0,1,0,0,0
4.32,0.374063436398589,0,0,1,0,0,0
4.33,0.375870714249355,0,0,1,0,0,0
4.34,0.377679966004541,0,0,1,0,0,0
4.35,0.379491163256247,0,0,1,0,0,0
4.36,0.381304277549053,0,0,1,0,0,0
4.37,0.383119280380739,0,0,1,0,0,0
4.38,0.384936143203005,0,0,1,0,0,0
4.39,0.386754837422191,0,0,1,0,0,0
4.4,0.388575334399997,0,0,1,0,0,0
4.41,0.390397605454203,0,0,1,0,0,0
4.42,0.392221621859389,0,0,1,0,0,0
4.43,0.394047354847655,0,0,1,0,0,0
4.44,0.395874775609341,0,0,1,0,0,0
4.45,0.397703855293747,0,0,1,0,0,0
4.46,0.399534565009853,0,0,1,0,0,0
4.47,0.401366875827039,0,0,1,0,0,0
4.48,0.403200758775805,0,0,1,0,0,0
4.49,0.405036184848491,0,0,1,0,0,0
4.5,0.406873124999997,0,0,1,0,0,0
4.51,0.408711550148503,0,0,1,0,0,0
4.52,0.410551431176189,0,0,1,0,0,0
4.53,0.412392738929955,0,0,1,0,0,0
4.54,0.414235444222141,0,0,1,0,0,0
4.55,0.416079517831247,0,0,1,0,0,0
4.56,0.417924930502653,0,0,1,0,0,0
4.57,0.419771652949339,0,0,1,0,0,0
4.58,0.421619655852605,0,0,1,0,0,0
4.59,0.423468909862791,0,0,1,0,0,0
4.6,0.425319385599997,0,0,1,0,0,0
4.61,0.427171053654803,0,0,1,0,0,0
4.62,0.429023884588989,0,0,1,0,0,0
4.63,0.430877848936255,0,0,1,0,0,0
4.64,0.432732917202941,0,0,1,0,0,0
4.65,0.434589059868747,0,0,1,0,0,0
4.66,0.436446247387453,0,0,1,0,0,0
4.67,0.438304450187639,0,0,1,0,0,0
4.68,0.440163638673405,0,0,1,0,0,0
4.69,0.442023783225091,0,0,1,0,0,0
4.7,0.443884854199997,0,0,1,0,0,0
4.71,0.445746821933103,0,0,1,0,0,0
4.72,0.447609656737789,0,0,1,0,0,0
4.73,0.449473328906555,0,0,1,0,0,0
4.74,0.451337808711741,0,0,1,0,0,0
4.75,0.453203066406247,0,0,1,0,0,0
4.76,0.455069072224253,0,0,1,0,0,0
4.77,0.456935796381939,0,0,1,0,0,0
4.78,0.458803209078205,0,0,1,0,0,0
4.79,0.460671280495391,0,0,1,0,0,0
4.8,0.462539980799997,0,0,1,0,0,0
4.81,0.464409280143403,0,0,1,0,0,0
4.82,0.466279148662589,0,0,1,0,0,0
4.83,0.468149556480855,0,0,1,0,0,0
4.84,0.470020473708541,0,0,1,0,0,0
4.85,0.471891870443747,0,0,1,0,0,0
4.86,0.473763716773053,0,0,1,0,0,0
4.87,0.475635982772239,0,0,1,0,0,0
4.88,0.477508638507005,0,0,1,0,0,0
4.89,0.479381654033691,0,0,1,0,0,0
4.9,0.481254999399997,0,0,1,0,0,0
4.91,0.483128644645703,0,0,1,0,0,0
4.92,0.485002559803389,0,0,1,0,0,0
4.93,0.486876714899155,0,0,1,0,0,0
4.94,0.48875107995334,0,0,1,0,0,0
4.95,0.490625624981246,0,0,1,0,0,0
4.96,0.492500319993852,0,0,1,0,0,0
4.97,0.494375134998538,0,0,1,0,0,0
4.98,0.496250039999804,0,0,1,0,0,0
4.99,0.49812500499999,0,0,1,0,0,0
5,0.499999999999996,0,0,1,0,0,0
5.01,0.501874995000002,0,0,1,0,0,0
5.02,0.503749960000188,0,0,1,0,0,0
5.03,0.505624865001454,0,0,1,0,0,0
5.04,0.50749968000614,0,0,1,0,0,0
5.05,0.509374375018746,0,0,1,0,0,0
5.06,0.511248920046652,0,0,1,0,0,0
5.07,0.513123285100838,0,0,1,0,0,0
5.08,0.514997440196604,0,0,1,0,0,0
5.09,0.51687135535429,0,0,1,0,0,0
5.1,0.518745000599996,0,0,1,0,0,0
5.11,0.520618345966302,0,0,1,0,0,0
5.12,0.522491361492988,0,0,1,0,0,0
5.13,0.524364017227754,0,0,1,0,0,0
5.14,0.52623628322694,0,0,1,0,0,0
5.15,0.528108129556246,0,0,1,0,0,0
5.16,0.529979526291452,0,0,1,0,0,0
5.17,0.531850443519138,0,0,1,0,0,0
5.18,0.533720851337404,0,0,1,0,0,0
5.19,0.53559071985659,0,0,1,0,0,0
5.2,0.537460019199996,0,0,1,0,0,0
5.21,0.539328719504602,0,0,1,0,0,0
5.22,0.541196790921788,0,0,1,0,0,0
5.23,0.543064203618054,0,0,1,0,0,0
5.24,0.54493092777574,0,0,1,0,0,0
5.25,0.546796933593746,0,0,1,0,0,0
5.26,0.548662191288252,0,0,1,0,0,0
5.27,0.550526671093438,0,0,1,0,0,0
5.28,0.552390343262204,0,0,1,0,0,0
5.29,0.55425317806689,0,0,1,0,0,0
5.3,0.556115145799996,0,0,1,0,0,0
5.31,0.557976216774902,0,0,1,0,0,0
5.32,0.559836361326588,0,0,1,0,0,0
5.33,0.561695549812354,0,0,1,0,0,0
5.34,0.56355375261254,0,0,1,0,0,0
5.35,0.565410940131246,0,0,1,0,0,0
5.36,0.567267082797052,0,0,1,0,0,0
5.37,0.569122151063738,0,0,1,0,0,0
5.38,0.570976115411004,0,0,1,0,0,0
5.39,0.57282894634519,0,0,1,0,0,0
5.4,0.574680614399996,0,0,1,0,0,0
5.41,0.576531090137202,0,0,1,0,0,0
5.42,0.578380344147388,0,0,1,0,0,0
5.43,0.580228347050654,0,0,1,0,0,0
5.44,0.58207506949734,0,0,1,0,0,0
5.45,0.583920482168746,0,0,1,0,0,0
5.46,0.585764555777852,0,0,1,0,0,0
5.47,0.587607261070038,0,0,1,0,0,0
5.48,0.589448568823804,0,0,1,0,0,0
5.49,0.59128844985149,0,0,1,0,0,0
5.5,0.593126874999996,0,0,1,0,0,0
5.51,0.594963815151501,0,0,1,0,0,0
5.52,0.596799241224187,0,0,1,0,0,0
5.53,0.598633124172953,0,0,1,0,0,0
5.54,0.600465434990139,0,0,1,0,0,0
5.55,0.602296144706245,0,0,1,0,0,0
5.56,0.604125224390651,0,0,1,0,0,0
5.57,0.605952645152337,0,0,1,0,0,0
5.58,0.607778378140603,0,0,1,0,0,0
5.59,0.609602394545789,0,0,1,0,0,0
5.6,0.611424665599995,0,0,1,0,0,0
5.61,0.613245162577801,0,0,1,0,0,0
5.62,0.615063856796987,0,0,1,0,0,0
5.63,0.616880719619253,0,0,1,0,0,0
5.64,0.618695722450939,0,0,1,0,0,0
5.65,0.620508836743745,0,0,1,0,0,0
5.66,0.622320033995451,0,0,1,0,0,0
5.67,0.624129285750637,0,0,1,0,0,0
5.68,0.625936563601403,0,0,1,0,0,0
5.69,0.627741839188089,0,0,1,0,0,0
5.7,0.629545084199995,0,0,1,0,0,0
5.71,0.631346270376101,0,0,1,0,0,0
5.72,0.633145369505787,0,0,1,0,0,0
5.73,0.634942353429553,0,0,1,0,0,0
